Post link,Post Content,User ID,User Nickname,User ID,Posted Date,Posted time,Reposts Count,Comments Count,Likes Count,Commenter ID,Commenter Nickname,Comment Nickname,Commented Date,Commented Time,Comment Content
 , , , , , , , , , ,6207097111,派大星觉得你就是个傻子,m,2020/05/11,01:01:26,我们政府送消费券 你们有吗？
 , , , , , , , , , ,2684525712,小樱桃和树,m,2020/05/11,01:10:03,为啥我这儿没有😭
 , , , , , , , , , ,2535616631,习惯不习惯的习惯了就会习惯,m,2020/05/11,06:28:57,
 , , , , , , , , , ,2244955000,losingmygrip,m,2020/05/11,06:13:53,14区毫无动静
 , , , , , , , , , ,7345536778,cestmoi2609,f,2020/05/11,00:11:59,还是要保持距离……
 , , , , , , , , , ,1891181574,王家的世界,f,2020/05/10,23:14:51,Pareil ici
 , , , , , , , , , ,2668330395,浦江文明生活,m,2020/05/11,08:41:41,口罩😷
 , , , , , , , , , ,6574737742,高嘛高是草包,f,2020/05/11,08:42:41,这个可以有
 , , , , , , , , , ,7239631172,听GG的话不_,m,2020/05/11,10:55:28,这口罩真好，都能谁洗了
 , , , , , , , , , ,5970313620,小乌龟爱吃肉666,m,2020/05/11,10:40:30,你这挡不住病毒
 , , , , , , , , , ,5712047720,我要回天上去了,f,2020/05/11,10:17:29,福利很好，我们还没有
 , , , , , , , , , ,1410722371,QQ嘛嘛,f,2020/05/11,10:04:58,至少比没有强
 , , , , , , , , , ,2382530581,心辰心唔,f,2020/05/11,10:04:01,
 , , , , , , , , , ,1999147697,Den-WJ,m,2020/05/11,09:48:44,看缝线，缝纫机做的
 , , , , , , , , , ,7210592139,蟹老板68995,m,2020/05/11,09:47:02,额，
 , , , , , , , , , ,2396360644,赵大宝宝-Annabelle,f,2020/05/11,08:45:05,应该接一下水，看看漏不漏水。主要是为了防止飞沫
 , , , , , , , , , ,5631634603,BlueTomLonely,m,2020/05/11,07:34:38,纯布
 , , , , , , , , , ,5669438057,星辰风凡,m,2020/05/11,06:57:05,这个有用？有用？
 , , , , , , , , , ,5669438057,星辰风凡,m,2020/05/11,06:56:28,这个有用？
 , , , , , , , , , ,1737354575,Shine辉-,m,2020/05/11,05:53:57,这是纯手工制作的吧！
 , , , , , , , , , ,2345518967,-娟支-,f,2020/05/11,01:57:12,不是不带。？
 , , , , , , , , , ,6076334658,扎小人啊,f,2020/05/11,01:20:58,聊胜于无☳☳☳☳
 , , , , , , , , , ,2085352907,很想安静会儿,m,2020/05/10,22:05:26,复工了么
 , , , , , , , , , ,6701887119,风土人情练达,m,2020/05/10,22:35:27,这跟国内买的一样。
 , , , , , , , , , ,7340231788,金鱼眼里的兴奋,m,2020/05/10,22:36:32,我们也应该生产这种布制的口罩，既可以解决环保问题，还可以让原材料得到最大化的使用。
 , , , , , , , , , ,6533618695,菩萨叶11,m,2020/05/11,09:32:02,役情期间一个口罩也没从政府那得到过的人经过。倒是满朋友圈的口罩卖家
 , , , , , , , , , ,7412695618,王红民668,m,2020/05/11,08:59:12,法国政府才是人民的好政府
 , , , , , , , , , ,6161285373,Jerry·Z,m,2020/05/11,08:31:46,布质的如果双方都带着口罩保持一定的距离应该是有用的，如果有一方没有带离着还挺近的就没什么用了
 , , , , , , , , , ,6455776639,MelsonWong,m,2020/05/11,08:29:03,一次用2天，洗十次，可以用20天
 , , , , , , , , , ,7199908405,猪猪侠85148,m,2020/05/11,01:55:25,想到好办法就好
 , , , , , , , , , ,3750309261,雨后新荷VP,f,2020/05/11,08:50:22,什么地方的政府这么好？还能挨家送口罩，太难得了
https://m.weibo.cn/detail/4503324722120670,【#武汉新增5例确诊来自同一小区#】据武汉市卫健委，5月10日0-24时，#武汉新增无症状转确诊5例# 。病例1，王某某，女， 81岁，系5月9日我市通报的确诊病例高某某的妻子，现住址为东西湖区长青街三民小区。5月7日患者的丈夫高某某核酸检测阳性，患者当日作为其密切接触者被安排隔离并做核酸检测，检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例2，张某某，男，76岁，现住址为东西湖区长青街三民小区。5月5日患者因身体不适，由社区工作人员陪同到东西湖区人民医院就诊，5月6日核酸检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例3，袁某某，女，72岁，系病例2张某某的妻子，现住址为东西湖区长青街三民小区。5月6日患者的丈夫张某某核酸检测阳性，患者当日作为其密切接触者被安排隔离。5月7日核酸检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例4，李某某，女，46岁，现住址为东西湖区长青街三民小区。5月7日作为该小区重点人群被安排隔离观察，并做核酸检测，检测结果为阳性，报告为无症状感染者。5月10日确认为确诊病例。病例5，陈某某，女，29岁，现住址为东西湖区长青街三民小区。5月2日患者出现头晕乏力等症状，5月4日到东西湖区人民医院就诊。5月5日核酸检测结果为阳性，报告为无症状感染者，当日由社区安排隔离观察。5月10日确认为确诊病例。网页链接,2803301701,人民日报,m,2020/05/11,09:15:44,773,1931,14441, , , , , , 
 , , , , , , , , , ,3521930833,黄四真,m,2020/05/11,09:20:39,人家配合检测，配合隔离，有身体不适及时规范就诊，毒王你🐴呢，张口就来？yxh赶紧滚出去
 , , , , , , , , , ,5981005397,两弹元勋林黛玉,m,2020/05/11,09:16:13,这个小区的居民将会度过几个不眠夜了
 , , , , , , , , , ,2804073840,这个昵称我可以用1年,m,2020/05/11,09:35:00,都身体不适了，还往无症状里面塞！最怕防疫到后期，各地为了政绩和脸面，瞒报或者都往无症状里面塞，误导大家，以为特别安全，就疏于防范了
 , , , , , , , , , ,3276722231,儿科陈医生,m,2020/05/11,09:17:05,无症状感染者开始没有症状，仅核酸阳性，之后出现症状，这类属于潜伏期。过了潜伏期也没症状，就属于携带者，这才是真正的无症状感染者。有症状的感染者可以隔离，无症状感染者因难发现，就有不断传染给健康人的风险。
 , , , , , , , , , ,2603262502,MiniiAmber,f,2020/05/11,09:17:41,疫情还没有真正结束，大家还是要注意防护，防控不能放松
 , , , , , , , , , ,6324490230,SNH48-杨苏西,f,2020/05/11,09:17:24,头晕乏力 身体不适 为啥还算无症状……
 , , , , , , , , , ,5061935681,山有木兮木有枝心悦君盻君不知,f,2020/05/11,09:16:18,唉，怎么又有了
 , , , , , , , , , ,1920617434,方宇欣霖,m,2020/05/11,09:20:05,三月份就有症状了拖着不上医院，这就是害人。
 , , , , , , , , , ,2411479835,鬓边海棠花,f,2020/05/11,09:17:07,身体不适去检测，然后无症状感染？
 , , , , , , , , , ,6218610790,来日不记,m,2020/05/11,09:20:27,不要再搞这个所谓无症状感染者的名堂了！以为能忽悠别人，最终害了自己！
 , , , , , , , , , ,3472582132,我家芝麻芝麻呀,f,2020/05/11,09:30:30,感觉这5个根本就不是无症状，只是潜伏期还没发病罢了，武汉现有无症状的600多个，怎么也没转确诊，怎么这个小区的昨天通报5个无症状的，今天就全部确诊了。昨天还一堆人在那儿说什么老人也无辜啊，担心去医院感染啊。这些人呢，出来啊！天天新闻上说有症状要通报社区，非不听，还有一堆圣母在那儿洗
 , , , , , , , , , ,5695797014,珠海房黎思萍,f,2020/05/11,09:22:37,能不能拜托各位同志一定要戴口罩？不是针对谁，现在大街上很多人都不戴口罩了，都说热什么的，好像谁不热似的，这种时候还是不要松懈，别因为一个人毁一座城🙏
 , , , , , , , , , ,6362295584,里多情,m,2020/05/11,09:23:20,革命尚未成功，继续做好个人防护。口罩不能摘，人多的地方少去，勤洗手哦
 , , , , , , , , , ,1944531431,有没有另一个,f,2020/05/11,09:18:18,病例5，出现症状去医院就医，然后成了无症状？？？
 , , , , , , , , , ,5482402256,传说VVW,m,2020/05/11,09:17:38,不舒服就诊阳性也是先算无症状感染者啊？
 , , , , , , , , , ,2034501945,鲤鲤Going-,f,2020/05/11,09:34:18,就这湖北这边已经开始到处聚众堂食了，路过社区好多中老年人还在那里不戴口罩打牌，真的心大前两天央视新闻不是还说低风险区学校可以不带口罩了吗，现在湖北都是低风险真敢不带嘛
 , , , , , , , , , ,1660086134,刺-summer,f,2020/05/11,09:20:51,其中几个明明有症状，还报告为无症状感染者，不是很明白这个操作
 , , , , , , , , , ,2285175130,月夜月读,f,2020/05/11,09:33:26,不懂就问：病例2因身体不适就诊，病例5因出现头晕乏力就诊。不是有症状吗，为什么当时还定为无症状感染者？
 , , , , , , , , , ,3918788621,王甜甜要努力生活啊,f,2020/05/11,09:25:33,武汉人民真诚发问：第一例这个爷爷是怎么感染的呀…
 , , , , , , , , , ,5816015272,武汉微城事,f,2020/05/11,09:17:37,三民小区太可怕了
 , , , , , , , , , ,7395437711,一个卑微的warma粉丝,m,2020/05/11,09:22:15,没脑子的营销号也就不说了，希望你们可以把全文看完，不要张嘴就来，如果你们是存心想地域黑的话，请进你们自个的超话，没有人骂你
 , , , , , , , , , ,5337614719,邱枫起,f,2020/05/11,09:29:37,5.2头晕乏力5.5报告无症状
 , , , , , , , , , ,5845464339,-依娜呦,f,2020/05/11,09:16:09,我的天啊啊啊啊啊啊啊啊！！！！！
 , , , , , , , , , ,1753196283,bhx一匹小红马,m,2020/05/11,09:18:31,武汉应该以小区为单位排查核酸、血清，这样才能最大程度的把隐患降到最低
 , , , , , , , , , ,7377936537,欧美男友,f,2020/05/11,09:18:13,都是一个小区的么，，绝了，，，
 , , , , , , , , , ,6877085377,做你发光发亮的小太阳,m,2020/05/11,09:51:31,真是无语 有些人就是自作孽！疫情刚刚才控制住 这tm的天天聚集一起吃吃喝喝 武汉花园道能不能引起政府重视管一下？天天一堆人不戴口罩非法聚集！外省牺牲了这么多才帮武汉控制住 有没有良心了？我就想问下某些武汉人你嘴跟脚就这么欠？管不住自己吗？对得起为疫情防控牺牲的人吗？？？
 , , , , , , , , , ,2651181391,屋顶上的芒果211,f,2020/05/11,09:46:22,哪个说武汉是最安全的地方。说什么最危险的地方就是最安全的地方，也是醉了。上周去武汉进小区就遇到保安为业主没戴口罩而争吵，下班回家时又看到小区附近有人围桌吃烧烤扎啤酒🍻，仿佛这里没有经历过封城76天………
 , , , , , , , , , ,2747145947,本尼的小老婆,f,2020/05/11,09:20:45,武汉估计有不少无症状。。
 , , , , , , , , , ,7143170518,寻找小辣妹,f,2020/05/11,09:16:41,现在都是无症状！
 , , , , , , , , , ,6512156125,顾郢是bbo的,f,2020/05/11,10:23:55,都身体不适去医院确诊阳性了 还无症状感染呢，无语了。能不能别耍这些花样啊？本来硬要把无症状感染跟确诊分开就够无语的了，全世界还有哪个国家是这样？真一点安全感都没有。老老实实确诊病例，老老实实公布运动轨迹，老老实实把密切接触者隔离不好吗？
 , , , , , , , , , ,6859083411,啪啦啦ayy,m,2020/05/11,09:16:24,稳住啊，大武汉
 , , , , , , , , , ,6802989447,real俊名字要很长,m,2020/05/11,09:17:01,疫情反弹有风险，出门防护需谨慎！
 , , , , , , , , , ,2065811075,人类迷惑行为bot,f,2020/05/11,09:16:12,疫情快结束吧！
 , , , , , , , , , ,1845850844,____天女-,f,2020/05/11,09:20:27,这小区拆了吧，太可怕😱了。
 , , , , , , , , , ,6899968000,NewStar丹,f,2020/05/11,09:23:05,这几个人看通报不是出现症状后去医院就诊才发现的吗？
 , , , , , , , , , ,2644366735,语丶喵喵,f,2020/05/11,09:16:48,看到5例以为看错了 还是不能放松啊 我的天
 , , , , , , , , , ,6913906501,涵金矿工,f,2020/05/11,09:16:35,疫情还没接触 减少聚集啊！
 , , , , , , , , , ,1736345355,深情的Eve,f,2020/05/11,09:17:38,还是要小心
 , , , , , , , , , ,1303243640,薯与我_,f,2020/05/11,09:17:09,还是要保持警惕！！大家出门记得戴口罩，虽然天气热，口罩闷，但为了健康着想！
 , , , , , , , , , ,5078892943,梦梦天心,f,2020/05/11,09:34:31,老人家身体不适没有具体症状算无症状就算了，头晕乏力也算无症状啊～
 , , , , , , , , , ,1821389044,扶摇能簸,m,2020/05/11,09:19:05,请问下，无症状转确诊的标准是什么？开始有症状了吗？
 , , , , , , , , , ,5106776048,TFGBEOMYS,m,2020/05/11,10:04:48,别总是说无症状转确诊没关系，就是已经隔离了的，其实只是现在检查的比较早，在有显著症状前一两天就被查出是无症状感染者，跟以前的确诊患者是一样的啊
 , , , , , , , , , ,2032130237,学长的王小毛是个宝,f,2020/05/11,09:24:56,我家的小区也是，小区明明管控很严，但是进了小区以后在里面散步的人有很多都不戴口罩了，看来他们真的，都喜欢更戴喜欢呼吸机
 , , , , , , , , , ,5938275025,ylroger,m,2020/05/11,09:18:20,武汉到底再搞啥？一来来5个
 , , , , , , , , , ,2204583360,李滴梅木,m,2020/05/11,09:45:22,第五位5月2号就有症状了，还诊断为无症状感染者？
 , , , , , , , , , ,2667508177,大大大Vivian的小小小生活,f,2020/05/11,10:17:19,病例五都已经头晕乏力了还不算有症状呀？啥
 , , , , , , , , , ,5372067660,F西希,f,2020/05/11,09:37:03,无症状的最黑人
 , , , , , , , , , ,1965151481,绉一,m,2020/05/11,09:17:19,传染源找到了吗？不然太恐怖了
 , , , , , , , , , ,6045696577,注定孤独终老无陪伴,m,2020/05/11,09:34:35,请各位看完全文在做评论好吗 人家都是有在配合 有在隔离的好吗 反正我是没有看到武汉有人没戴口罩的 但是别的地方我已经看到不止一个了 我是真不懂有些人为什么只会张口就来 啥也不看不管的
 , , , , , , , , , ,6070052773,洛雨柒柒,f,2020/05/11,09:20:24,这个小区其他人太惨了吧一下子确诊五例
 , , , , , , , , , ,6403261645,姬窝,f,2020/05/11,09:17:19,这有点可怕了啊
 , , , , , , , , , ,5895876433,原来是名名噢,f,2020/05/11,09:16:30,天哪，千万要做好防护措施，不能松懈。
 , , , , , , , , , ,6524618480,兔兔独角仙,f,2020/05/11,09:16:04,愿早日康复，一切安好。
 , , , , , , , , , ,3069455623,90冰清,f,2020/05/11,09:41:57,作为湖北人最担心政府为了政绩瞒报，这些无症状太诡异了，怎么同一天确诊？
 , , , , , , , , , ,7307551691,Jessica_ch99,f,2020/05/11,09:39:11,病例二与病例五，一开始就不舒服但还是无症状？
 , , , , , , , , , ,1415929855,尤优8,m,2020/05/11,09:30:20,政府能拿钱给所有武汉居民做一下核酸检测吗？
 , , , , , , , , , ,1864550300,weir_du,f,2020/05/11,09:27:38,额，理解不了，29岁那个是有症状去查的呈阳性，而且5月2号不舒服，5月4号去查，说明症状没有好转甚至更难受了，为什么一开始还要算成无症状感染者？头晕乏力不算症状？！
 , , , , , , , , , ,6516961845,全世界最好的优奈,f,2020/05/11,09:17:51,
 , , , , , , , , , ,6567943772,清野野野野viv,f,2020/05/11,10:20:45,所以无症状这个词是幌子吗
 , , , , , , , , , ,3472582132,我家芝麻芝麻呀,f,2020/05/11,10:18:55,一堆圣母在那儿洗，是的，老人没错，子女呢？新闻 天天说，社区天天强调，有症状了要报社区！要检测！要隔离！老人不知道，子女也不知道？！3月中旬发烧上十天，自己吃药压下去了，不报社区！如果都像这样！每个人都以为自己没病，不配合ZF防疫工作！怎么控制？！你们这些圣母怎么不搬去他们小区？！
 , , , , , , , , , ,7044111551,是热热丫,f,2020/05/11,09:40:03,注意防护 谁都不想感染 嘴下留情吧
 , , , , , , , , , ,7340010773,开心咩咩咩咩咩咩,f,2020/05/11,09:30:37,疫情还没有完全控制，个人防范一定还不能松懈！
 , , , , , , , , , ,5911832332,Nili小兔叽,f,2020/05/11,09:20:56,无症状真的是好难哦，千万不能放松警惕
 , , , , , , , , , ,5323771680,武汉世爵龙祥铝艺,m,2020/05/11,09:45:06,这些也能定义为无症状？领导是不是对无症状定义有误解？这些有的很明显是确诊，有的是潜伏期，根本不是什么几把无症状
 , , , , , , , , , ,7399936174,许至君_Hygge,f,2020/05/11,09:16:19,防控不可松懈啊
 , , , , , , , , , ,2876926593,李奕成yc,m,2020/05/11,09:56:42,只求不满报不漏报
 , , , , , , , , , ,1838569111,小幸运茗茗菟,f,2020/05/11,09:23:02,太可怕了
 , , , , , , , , , ,2897852837,没脾气lin,f,2020/05/11,11:07:39,前段时间好多人都已经开始因为天气热不戴口罩出门了，希望大家还是警惕起来，不要松懈了，最近各个地区好多新增病例
 , , , , , , , , , ,6445062431,零下45度会下雨,m,2020/05/11,11:03:05,我就奇了怪了，全国确诊都在下降，黑龙江二次爆发，竟然没多少人关注。武汉，吉林爆发竟然可以上热搜。是黑龙江政府有能耐不让上热搜啊，还是人们根本就不在乎黑龙江？
 , , , , , , , , , ,5390511683,Vivi-LT,f,2020/05/11,10:53:28,太奇怪了，这是怎么得上的呢
 , , , , , , , , , ,5857364223,来了来了筱蓝子_,f,2020/05/11,10:00:14,结合昨天新增的1例情况来看，这说明无症状转为确诊病例的潜伏期至少有两个月甚至更长。这6名病例全是一个小区的无症状感染者，且几乎在同一时间转为确诊病例，即同一时间开始有临床症状（无症状感染者指无相关临床症状（如发热、咳嗽、咽痛等）呼吸道等标本核酸检测或抗体检测呈阳性者）
 , , , , , , , , , ,6562851560,来问丁香医生,m,2020/05/11,09:50:27,昨天是吉林新增 11例本土病例，今天是武汉... 国内疫情还没到松懈的时候呢，大家还是谨慎些。
 , , , , , , , , , ,5542049209,何耀文,m,2020/05/11,09:43:15,革命尚未成功，继续做好个人防护。口罩不能摘，人多的地方少去，勤洗手
 , , , , , , , , , ,5639703467,四文小屋,f,2020/05/11,09:42:30,是因为这样的叫法好听吗。都头晕乏力了怎么还叫做无症状。如果是又出现感染病例就实话实说。不要让大家掉以轻心。得不偿失。
 , , , , , , , , , ,3645167434,7Gloomy,m,2020/05/11,09:41:59,29岁，这么好的年纪，看着心寒，武汉快点好起来吧，希望武汉的朋友们，出门一定要戴好口腔，做好防护!!!
 , , , , , , , , , ,7381641113,銀河販賣星,f,2020/05/11,09:39:39,加油！
 , , , , , , , , , ,1986593114,CC想吃红烧肉,m,2020/05/11,09:31:59,这个小区房子以后卖不掉了
 , , , , , , , , , ,2963024943,84号散人,m,2020/05/11,09:30:44,唉！提高警惕！
 , , , , , , , , , ,5417406376,好好的胡萝卜,f,2020/05/11,09:30:44,这小区防范不太到位啊！
 , , , , , , , , , ,6453242759,夏若微凉1019,f,2020/05/11,09:30:08,不要放松警惕，注意防护，武汉挺住！
 , , , , , , , , , ,3794536754,Nikki朦,f,2020/05/11,09:28:26,疫情还没有结束，大家不要掉以轻心，严防死守是关键！还是要戴好口罩哦[加油]
 , , , , , , , , , ,6047870405,嘉伦有情吾有意,f,2020/05/11,09:28:19,唉，咋回事啊
 , , , , , , , , , ,3665627494,梁帥帥是陳帥帥任性的男橙,m,2020/05/11,09:27:04,恐怖
 , , , , , , , , , ,5940748603,话说有一女子,f,2020/05/11,09:24:10,疫情还没有结束！！武汉人民坚持住！
 , , , , , , , , , ,6837687572,超爱雪碧的薛薛-,f,2020/05/11,09:23:11,希望一切都快快好起来
 , , , , , , , , , ,2279107012,你要爱我久一点-,f,2020/05/11,09:23:07,为什么昨天无症状上报，今天就算确诊？之前的无症状为什么不算呢？
 , , , , , , , , , ,5695797014,珠海房黎思萍,f,2020/05/11,09:22:24,拜托各位戴好口罩吧
 , , , , , , , , , ,5936659038,憨厚的善解人意_1991,m,2020/05/11,09:22:14,武汉都这么多天没有了，怎么又出来5粒，这个病毒也太狡猾了吧
 , , , , , , , , , ,2464262210,marry_kiy,f,2020/05/11,09:21:39,武汉[加油][加油]
 , , , , , , , , , ,5680698795,四月的新梦想,m,2020/05/11,09:20:41,春花秋月何时了？往病毒知多少
 , , , , , , , , , ,6347369845,唯涛于欣,f,2020/05/11,09:20:18,一定注意呀
 , , , , , , , , , ,3398472314,关二爷V,m,2020/05/11,09:19:35,打好暗战
 , , , , , , , , , ,6106309535,你是一只小鲨比,f,2020/05/11,09:17:17,做好个人防护，即使天热在人多的地方也要尽量戴口罩
 , , , , , , , , , ,6965439461,MY_燚个瓶蓋de孟,f,2020/05/11,09:17:05,又有了……
 , , , , , , , , , ,5855543115,要和你見面上萬次,f,2020/05/11,09:16:55,邻居得多害怕
 , , , , , , , , , ,2654628895,黄瓜bot,m,2020/05/11,09:16:33,一定要注意啊，
 , , , , , , , , , ,1037989151,怡哥万岁_self,m,2020/05/11,09:16:25,我的天啊
 , , , , , , , , , ,1310749460,唔哩哇啦哼,m,2020/05/11,09:16:12,这？？？？？
 , , , , , , , , , ,6335817999,流留刘流,f,2020/05/11,10:29:19,加油，注意防护不可以松懈！
 , , , , , , , , , ,6193704403,淡笑嫣然H,f,2020/05/11,10:57:59,我们要坚定信心、保持定力、科学应对，看到经济长期向好发展的趋势不会改变，做好应对各种复杂困难局面的准备。 一如既往做好防控，一丝不苟对待防疫工作，实事求是，不心存侥幸，直到夺取疫情防控阻击战的全面胜利。 不要小瞧了病毒，要科学理性对待。
 , , , , , , , , , ,6193704403,淡笑嫣然H,f,2020/05/11,10:49:39,疫情防控真的是个常态化的工作，不用过于恐慌，相信整个社会都已经有经验了。一定可以做到疫情防控和经济发展“双胜利”的！
 , , , , , , , , , ,6473169092,霸道小仝总,m,2020/05/11,09:21:56,🙏
 , , , , , , , , , ,1729207607,Nicholas__tsang,m,2020/05/11,09:26:28,身体不适去就诊 属于无症状？搞笑吗？
 , , , , , , , , , ,1890327780,可乐猫EVA,f,2020/05/11,10:08:24,都头晕乏力了，还无症状感染者，自相矛盾吧！
 , , , , , , , , , ,1770954143,蓓儿的小窝,f,2020/05/11,09:54:35,身体不适、头晕乏力都是无症状
 , , , , , , , , , ,1537229224,没有昵称我姓汪,f,2020/05/11,09:49:53,这里面有几例明明是有症状的，为什么一开始全部要报告为无症状再转确诊，不能为了减轻舆论压力这样做啊……
 , , , , , , , , , ,6016436103,马大哈_8992,f,2020/05/11,09:45:28,身体不适检查出来是阳性，怎么会是无症状感染，难道要等重症了才算
 , , , , , , , , , ,5343723164,kidding-murder,m,2020/05/11,09:32:58,最后一个不是有症状了吗？头晕乏力！为什么算成无症状呢？
 , , , , , , , , , ,6682375749,兔子的3号,f,2020/05/11,09:30:34,武汉加油![加油][加油]
 , , , , , , , , , ,1102302781,Yu667,m,2020/05/11,09:26:11,无症状有症状 有也是无 无也是有 阴阳相通
 , , , , , , , , , ,6065654702,浅野启魏,m,2020/05/11,09:17:34,怎么又有了，害。希望都好好的吧
 , , , , , , , , , ,1948091920,丿非不平凡,m,2020/05/11,09:16:21,希望平安🙏
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:12:42,大家要积极配合检测，阻断传染源
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:12:19,愿患者早日康复，恢复平静的生活
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:10:38,说实话，政府的信息还是很公开透明的，有什么说什么，一点也没有回避问题，相信疫情能防控住。
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:10:28,通报非常详尽，确诊后的流调，后续处置也让人非常安心！
 , , , , , , , , , ,5755871115,影丿天蓝,m,2020/05/11,11:08:30,都在喷什么，有些人就是被骂怕了才不敢就医的，特别是有些比较保守的长辈，大家该干嘛干嘛，这是很正常的事，新增一例就吵成这样，你觉得病人看到这条微博评论怎么想，又没有明目张胆的传染他人，生病都是错了？
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:08:17,身体不适应要及时就医，上报，不要让我们几个月的努力功亏一篑啊
 , , , , , , , , , ,5305894088,嘎吱嘎吱啊脆,f,2020/05/11,11:08:00,大家记得戴口罩！勤洗手！做好日常防护！不能放松紧惕啊！
 , , , , , , , , , ,6377395339,小狗钱钱50257,f,2020/05/11,11:07:30,疫情还没有真正结束，大家还是要注意科学防护啊
 , , , , , , , , , ,1738602925,西藏梦,f,2020/05/11,11:03:41,同一个小区的 厉害了
 , , , , , , , , , ,6515251596,我充满正能量,m,2020/05/11,10:55:50,判断确诊需要多方面，包括核酸，临床症状，肺部CT，专家会诊等，这些也需要一些时间。
 , , , , , , , , , ,6047304326,欣bb嗷呜,f,2020/05/11,10:43:23,一个无证感染就能感染3-4个人 天 大武汉才刚刚好起来 2020年最大的愿望就是活着 健康 希望我们武汉人民都要好好的
 , , , , , , , , , ,3598156221,Brunosa,m,2020/05/11,10:39:40,冷静一点，虽然疫情已经好转很多了，还是要有这个心在
 , , , , , , , , , ,2946099681,Dyf_毛,m,2020/05/11,10:21:13,武汉的防疫工作都这么搞啊  5月5号 身体不适 5月6号报告无症状患者？
